recipe_name,extraction_day,extraction_time,cuisine_types,diets_types,macronutrients
Keto Grilled Lobster Tails with Creole Butter,2022-10-16,18:06:13,['american'],['keto'],"{'protein': 114.36, 'carbs': 5.29, 'fat': 97.18}"
Keto Asian Chicken Meatballs (Nut Free),2022-10-16,18:06:13,['south east asian'],['keto'],"{'protein': 172.75, 'carbs': 18.9, 'fat': 82.14}"
Keto Chili Cheese Dog Casserole recipes,2022-10-16,18:06:13,['american'],['keto'],"{'protein': 243.39, 'carbs': 72.42, 'fat': 346.65}"
Keto Cheesy Beef taco skillet with Cauliflower,2022-10-16,18:06:13,['mexican'],['keto'],"{'protein': 162.87, 'carbs': 41.5, 'fat': 91.85}"
Sara Louise's Keto Roasted Red Peppers,2022-10-16,18:06:13,['italian'],['keto'],"{'protein': 13.56, 'carbs': 82.23, 'fat': 30.98}"
Keto Stuffed Artichokes in the Instant Pot,2022-10-16,18:06:13,['mediterranean'],['keto'],"{'protein': 74.08, 'carbs': 94.95, 'fat': 145.35}"
Shamrock Cheesecake Bars,2022-10-16,18:06:13,['american'],['keto'],"{'protein': 53.94, 'carbs': 167.33, 'fat': 224.97}"
Low Carb Keto Chicken Parmesan Recipe,2022-10-16,18:06:13,['italian'],['keto'],"{'protein': 306.99, 'carbs': 25.95, 'fat': 216.65}"
No-Carb Keto Chocolate Fudge - Ketogenic Dessert,2022-10-16,18:06:13,['french'],['keto'],"{'protein': 12.44, 'carbs': 36.18, 'fat': 143.93}"
"Instant Pot Meatloaf (Keto, Low Carb)",2022-10-16,18:06:13,['french'],['keto'],"{'protein': 117.72, 'carbs': 21.45, 'fat': 114.73}"
Mexican Mocha Chia Seed Pudding (Keto),2022-10-16,18:06:13,['british'],['keto'],"{'protein': 35.62, 'carbs': 90.72, 'fat': 63.23}"
Keto Key Lime Pie Fat Bombs,2022-10-16,18:06:13,['american'],['keto'],"{'protein': 24.03, 'carbs': 87.75, 'fat': 262.5}"
Baked Keto Chicken Wings - Sweet & Spicy,2022-10-16,18:06:13,['south american'],['keto'],"{'protein': 241.71, 'carbs': 22.98, 'fat': 252.73}"
Easy Keto Ham and Cheese Rolls Recipe,2022-10-16,18:06:20,['french'],['keto'],"{'protein': 119.77, 'carbs': 16.59, 'fat': 120.99}"
SUGAR FREE KETO ALMOND CHOCOLATE FUDGE (Ma,2022-10-16,18:06:20,['italian'],['keto'],"{'protein': 7.55, 'carbs': 1.49, 'fat': 126.42}"
Keto Broccoli & Cheese Soup {low carb},2022-10-16,18:06:20,['french'],['keto'],"{'protein': 184.47, 'carbs': 79.17, 'fat': 335.24}"
Delicious Bacon and Chive Keto Deviled Eggs,2022-10-16,18:06:20,['eastern europe'],['keto'],"{'protein': 39.39, 'carbs': 4.88, 'fat': 69.2}"
Keto Teriyaki Turkey Rice Bowl Recipe,2022-10-16,18:06:20,['japanese'],['keto'],"{'protein': 100.37, 'carbs': 52.69, 'fat': 64.77}"
Bacon Cups with Keema Beef {KETO FRIENDLY},2022-10-16,18:06:20,['british'],['keto'],"{'protein': 151.07, 'carbs': 19.05, 'fat': 293.68}"
Keto Lamb Shanks in the Instant Pot,2022-10-16,18:06:20,['middle eastern'],['keto'],"{'protein': 173.98, 'carbs': 21.25, 'fat': 169.66}"
Instant Pot Keto Mississippi Pot Roast,2022-10-16,18:06:20,['british'],['keto'],"{'protein': 197.35, 'carbs': 68.73, 'fat': 287.83}"
3 Ingredient Keto Peanut Butter Mug Cake,2022-10-16,18:06:20,['british'],['keto'],"{'protein': 15.19, 'carbs': 10.34, 'fat': 25.3}"
Sugar and dairy free keto Easter eggs,2022-10-16,18:06:20,['french'],['keto'],"{'protein': 17.85, 'carbs': 111.24, 'fat': 298.01}"
Keto Almond-Crusted Bacon and Tomato Quiche,2022-10-16,18:06:20,['french'],['keto'],"{'protein': 150.09, 'carbs': 58.33, 'fat': 420.32}"
Keto Jalapeno Popper Frittata – Low Carb,2022-10-16,18:06:20,['french'],['keto'],"{'protein': 88.72, 'carbs': 17.21, 'fat': 196.03}"
Buttered Brussels Sprouts recipes,2022-10-16,18:06:20,['american'],['keto'],"{'protein': 125.95, 'carbs': 93.59, 'fat': 266.94}"
The BEST Creamy Keto Skillet Eggs Recipe,2022-10-16,18:06:20,['american'],['keto'],"{'protein': 70.86, 'carbs': 7.98, 'fat': 100.93}"
Sara Louise’s Keto First Spanish Omelette,2022-10-16,18:06:20,['mediterranean'],['keto'],"{'protein': 39.65, 'carbs': 18.22, 'fat': 49.19}"
Easy Peanut Chicken Keto Stir Fry,2022-10-16,18:06:20,['chinese'],['keto'],"{'protein': 156.27, 'carbs': 56.12, 'fat': 210.47}"
Keto Mini Chicken Pot Pies recipes,2022-10-16,18:06:20,['american'],['keto'],"{'protein': 329.1, 'carbs': 126.32, 'fat': 581.0}"
"KETO FRIENDLY Cauilflower, bacon and pumpkin soup",2022-10-16,18:06:20,['american'],['keto'],"{'protein': 35.14, 'carbs': 46.36, 'fat': 97.42}"
Easy Bacon Cheeseburger Soup (Keto Friendl,2022-10-16,18:06:20,['italian'],['keto'],"{'protein': 129.5, 'carbs': 33.88, 'fat': 262.29}"
One-Pot Keto Jambalaya with Cauliflower Rice,2022-10-16,18:06:27,['american'],['keto'],"{'protein': 232.61, 'carbs': 80.3, 'fat': 234.1}"
Okra In Spiced Yogurt {Keto Low Carb},2022-10-16,18:06:27,['indian'],['keto'],"{'protein': 53.04, 'carbs': 55.6, 'fat': 60.83}"
Easy Keto Turkey Fried Rice Recipe,2022-10-16,18:06:27,['american'],['keto'],"{'protein': 111.17, 'carbs': 53.31, 'fat': 72.95}"
Keto Au Gratin Brussels Sprouts recipes,2022-10-16,18:06:27,['french'],['keto'],"{'protein': 40.86, 'carbs': 29.51, 'fat': 112.5}"
Low Carb Chicken and Broccoli (Keto-Friendly),2022-10-16,18:06:27,['british'],['keto'],"{'protein': 86.82, 'carbs': 112.26, 'fat': 153.23}"
Keto and Low Carb Hamburger Casserole Recipe,2022-10-16,18:06:27,['american'],['keto'],"{'protein': 115.63, 'carbs': 60.1, 'fat': 161.99}"
Sara Louise's Keto Smoked Holiday Turkey,2022-10-16,18:06:27,['american'],['keto'],"{'protein': 1092.0, 'carbs': 49.28, 'fat': 313.81}"
Pressure-Cooked Keto Butternut Squash Soup,2022-10-16,18:06:27,['american'],['keto'],"{'protein': 25.81, 'carbs': 234.3, 'fat': 77.69}"
Instant Pot Keto Smothered Pork Chops,2022-10-16,18:06:27,['french'],['keto'],"{'protein': 128.37, 'carbs': 11.05, 'fat': 161.84}"
Bacon Wrapped Cheese Sticks {keto/low carb},2022-10-16,18:06:27,['american'],['keto'],"{'protein': 58.64, 'carbs': 6.42, 'fat': 162.47}"
Keto satay chicken bowl with zoodle salad,2022-10-16,18:06:27,['south east asian'],['keto'],"{'protein': 93.75, 'carbs': 80.88, 'fat': 189.76}"
Keto Peppermint Coffee Flavor Shots (Fat Bombs),2022-10-16,18:06:27,['british'],['keto'],"{'protein': 0.24, 'carbs': 0.95, 'fat': 386.46}"
"Crispy Chicken Thighs | Keto, Paleo, Whole 30",2022-10-16,18:06:27,['italian'],['keto'],"{'protein': 164.03, 'carbs': 17.95, 'fat': 176.27}"
Tuna Egg Salad with Sour Cream (Keto),2022-10-16,18:06:27,['american'],['keto'],"{'protein': 98.33, 'carbs': 6.68, 'fat': 74.47}"
Easy Low-Carb Keto Broccoli Cheddar Soup,2022-10-16,18:06:27,['american'],['keto'],"{'protein': 102.64, 'carbs': 36.71, 'fat': 230.98}"
Keto Spicy Prawn Hand Rolls recipes,2022-10-16,18:06:27,['british'],['keto'],"{'protein': 51.15, 'carbs': 29.26, 'fat': 116.43}"
"Keto Buffalo Cauliflower Chorizo ""Mac""-N-Cheese",2022-10-16,18:06:34,['american'],['keto'],"{'protein': 110.33, 'carbs': 45.42, 'fat': 209.09}"
Instant Pot® Keto Chicken and Kale Stew,2022-10-16,18:06:34,['french'],['keto'],"{'protein': 85.08, 'carbs': 34.62, 'fat': 48.18}"
Keto Vanilla Pudding ( egg and starch free),2022-10-16,18:06:34,['british'],['keto'],"{'protein': 24.38, 'carbs': 19.47, 'fat': 96.01}"
Keto Jalapeño Popper Deviled Eggs recipes,2022-10-16,18:06:34,['mexican'],['keto'],"{'protein': 37.05, 'carbs': 3.73, 'fat': 63.0}"
Easy Instant Pot® Keto Crack Chicken,2022-10-16,18:06:34,['american'],['keto'],"{'protein': 251.8, 'carbs': 14.6, 'fat': 235.28}"
Sara Louise's Keto Cheesy Squash Casserole,2022-10-16,18:06:34,['italian'],['keto'],"{'protein': 67.87, 'carbs': 165.33, 'fat': 251.08}"
Easy Keto Lava Cake-Singe Serve,2022-10-16,18:06:34,['american'],['keto'],"{'protein': 10.18, 'carbs': 25.42, 'fat': 29.31}"
Tex Mex Chicken Salad,2022-10-16,18:06:34,['mexican'],['keto'],"{'protein': 82.05, 'carbs': 57.0, 'fat': 85.93}"
KETO Mexican Melty Chicken Queso Casserole,2022-10-16,18:06:34,['american'],['keto'],"{'protein': 341.59, 'carbs': 41.72, 'fat': 253.56}"
Keto Spaghetti Squash with Bacon and Blue Cheese,2022-10-16,18:06:34,['italian'],['keto'],"{'protein': 28.81, 'carbs': 31.47, 'fat': 81.97}"
Sara Louise's Keto Instant Chicken Soup,2022-10-16,18:06:34,['french'],['keto'],"{'protein': 455.0, 'carbs': 72.21, 'fat': 444.33}"
ULTIMATE KETO LOW CARB BACON CHEESE BURGER,2022-10-16,18:06:34,['american'],['keto'],"{'protein': 23.41, 'carbs': 10.49, 'fat': 70.25}"
Sara Louise's Keto Grilled Chicken Fantastics,2022-10-16,18:06:34,['american'],['keto'],"{'protein': 115.87, 'carbs': 29.67, 'fat': 154.88}"
"Air Fryer Cauliflower {Whole30, Paleo, Vegan, Keto}",2022-10-16,18:06:34,['american'],['keto'],"{'protein': 8.73, 'carbs': 29.85, 'fat': 5.77}"
Bacon Cabbage Chuck Roast Stew - Keto Makeover,2022-10-16,18:06:34,['american'],['keto'],"{'protein': 338.74, 'carbs': 43.32, 'fat': 399.95}"
Easy Keto Chicken Shawarma - Low Carb,2022-10-16,18:06:34,['middle eastern'],['keto'],"{'protein': 197.21, 'carbs': 22.43, 'fat': 169.76}"
Instant Pot Keto Spinach Artichoke Dip Recipe,2022-10-16,18:06:34,['mediterranean'],['keto'],"{'protein': 124.2, 'carbs': 51.8, 'fat': 296.81}"
Keto Diet: Cost Breakdowns of Popular Recipes,2022-10-16,18:06:34,['american'],['keto'],"{'protein': 227.31, 'carbs': 27.27, 'fat': 430.02}"
Crispy Keto Fried Chicken in the Air Fryer,2022-10-16,18:06:34,['chinese'],['keto'],"{'protein': 166.09, 'carbs': 124.39, 'fat': 158.29}"
"Spaghetti Squash Chow Mein | Keto, Paleo",2022-10-16,18:06:40,['italian'],['keto'],"{'protein': 239.49, 'carbs': 58.31, 'fat': 65.29}"
BEST KETO ITALIAN RAGÚ aka BOLOGNES,2022-10-16,18:06:40,['italian'],['keto'],"{'protein': 113.22, 'carbs': 28.98, 'fat': 68.25}"
Sara Louise's Keto Chicken Crack Slaw,2022-10-16,18:06:40,['american'],['keto'],"{'protein': 136.49, 'carbs': 53.8, 'fat': 144.39}"
Pull-Apart Keto Pizza Bread recipes,2022-10-16,18:06:40,['italian'],['keto'],"{'protein': 128.97, 'carbs': 82.16, 'fat': 146.26}"
Vegetable beef soup keto friendly recipe,2022-10-16,18:06:40,['french'],['keto'],"{'protein': 152.27, 'carbs': 71.6, 'fat': 62.25}"
SUGAR FREE KETO NEW YORK BAKED CHEESECAKE,2022-10-16,18:06:40,['american'],['keto'],"{'protein': 22.21, 'carbs': 13.73, 'fat': 42.8}"
"Chicken Drumsticks - Keto, paleo and under an hour",2022-10-16,18:06:40,['american'],['keto'],"{'protein': 291.07, 'carbs': 17.53, 'fat': 148.15}"
Keto sausage egg casserole recipe (no heavy cream),2022-10-16,18:06:40,['american'],['keto'],"{'protein': 109.7, 'carbs': 11.65, 'fat': 134.41}"
Sara Louise's Keto Baked Cauliflower Florets,2022-10-16,18:06:40,['mediterranean'],['keto'],"{'protein': 81.75, 'carbs': 98.68, 'fat': 140.13}"
"Tres Leches Cake | Keto, Gluten Free",2022-10-16,18:06:40,['south american'],['keto'],"{'protein': 76.73, 'carbs': 44.47, 'fat': 268.12}"
Keto Malaysian Curry Puffs / Karipap recipes,2022-10-16,18:06:40,['indian'],['keto'],"{'protein': 269.32, 'carbs': 88.03, 'fat': 278.36}"
Keto Coconut Curry Chicken Tenders recipes,2022-10-16,18:06:40,['south east asian'],['keto'],"{'protein': 138.13, 'carbs': 32.21, 'fat': 210.53}"
Keto Chicken Pot Pie - Low Carb,2022-10-16,18:06:40,['american'],['keto'],"{'protein': 184.43, 'carbs': 58.62, 'fat': 207.79}"
Keto Slow Cooker Brisket Chili Recipe,2022-10-16,18:06:40,['american'],['keto'],"{'protein': 148.04, 'carbs': 60.43, 'fat': 212.34}"
Keto Egg Recipe: Asiago Cheese Cloud Eggs,2022-10-16,18:06:40,['american'],['keto'],"{'protein': 55.71, 'carbs': 4.86, 'fat': 41.04}"
Keto Stuffed Peppers With Cauliflower Rice Recipe,2022-10-16,18:06:40,['mediterranean'],['keto'],"{'protein': 88.5, 'carbs': 49.93, 'fat': 106.59}"
Keto pork chops recipe for busy family,2022-10-16,18:06:40,['american'],['keto'],"{'protein': 133.19, 'carbs': 33.45, 'fat': 192.7}"
Sara Louise's Keto Lemon Zucchini Bread,2022-10-16,18:06:47,['american'],['keto'],"{'protein': 35.96, 'carbs': 137.03, 'fat': 60.51}"
Keto Tex-Mex Ground Beef Casserole,2022-10-16,18:06:47,['mexican'],['keto'],"{'protein': 190.56, 'carbs': 57.05, 'fat': 239.65}"
Keto Thai Chicken Flatbread Pizza recipes,2022-10-16,18:06:47,['south east asian'],['keto'],"{'protein': 255.67, 'carbs': 97.13, 'fat': 359.99}"
Keto No Bake Noatmeal Fudge Bars recipes,2022-10-16,18:06:47,['american'],['keto'],"{'protein': 145.02, 'carbs': 207.35, 'fat': 507.65}"
Keto Eggplant Burgers Recipe (Chinese Qiezi He),2022-10-16,18:06:47,['chinese'],['keto'],"{'protein': 55.52, 'carbs': 40.04, 'fat': 53.65}"
Low Carb & Keto-friendly Baked Onion Rings,2022-10-16,18:06:47,['american'],['keto'],"{'protein': 55.31, 'carbs': 46.35, 'fat': 45.23}"
Pork chops keto recipe with asparagus and mushrooms,2022-10-16,18:06:47,['american'],['keto'],"{'protein': 111.27, 'carbs': 39.74, 'fat': 87.27}"
"Creamy Roasted Sesame Dressing (Paleo, Whole30, Keto)",2022-10-16,18:06:47,['mediterranean'],['keto'],"{'protein': 3.3, 'carbs': 13.24, 'fat': 57.69}"
Keto Cheesy Shrimp Soup Recipe LCHF recipes,2022-10-16,18:06:47,['american'],['keto'],"{'protein': 224.31, 'carbs': 46.31, 'fat': 271.65}"
"Keto Beef Tips with Mushrooms, Onions, and Gravy",2022-10-16,18:06:47,['french'],['keto'],"{'protein': 96.76, 'carbs': 19.16, 'fat': 63.61}"
Sara Louise's Keto Turkey Zucchini Burgers,2022-10-16,18:06:47,['american'],['keto'],"{'protein': 101.03, 'carbs': 19.67, 'fat': 95.98}"
Keto No Bake Pumpkin Pie Cheesecake recipes,2022-10-16,18:06:47,['american'],['keto'],"{'protein': 41.06, 'carbs': 49.82, 'fat': 206.62}"
Keto Strawberry Mousse Cake - Low Carb,2022-10-16,18:06:47,['french'],['keto'],"{'protein': 160.15, 'carbs': 189.37, 'fat': 612.58}"
Why Salmon The Best For Keto Diet — Steemit,2022-10-16,18:06:47,['nordic'],['keto'],"{'protein': 53.17, 'carbs': 5.94, 'fat': 34.58}"
Sara Louise's Keto Tunisian Spicy Tuna,2022-10-16,18:06:47,['south american'],['keto'],"{'protein': 261.41, 'carbs': 43.76, 'fat': 114.79}"
Creamy Keto Cucumber Salad [5-Min Recipe],2022-10-16,18:06:47,['american'],['keto'],"{'protein': 1.58, 'carbs': 10.39, 'fat': 22.57}"
"Keto Salmon Curry Recipe [Paleo, Low-Carb]",2022-10-16,18:06:54,['nordic'],['keto'],"{'protein': 100.2, 'carbs': 30.96, 'fat': 104.15}"
"Carrot Cake Cheesecake | Keto, Instant Pot",2022-10-16,18:06:54,['american'],['keto'],"{'protein': 59.9, 'carbs': 122.72, 'fat': 232.24}"
Keto Vegan Roasted Garlic Smashed Cauliflower | Blog,2022-10-16,18:06:54,['american'],['keto'],"{'protein': 12.97, 'carbs': 33.4, 'fat': 44.15}"
Sara Louise's Keto Chicken Fried “Rice”,2022-10-16,18:06:54,['chinese'],['keto'],"{'protein': 134.49, 'carbs': 45.94, 'fat': 83.48}"
"Sausage Stuffed Portobello Mushrooms (Paleo, Whole30 + Keto)",2022-10-16,18:06:54,['italian'],['keto'],"{'protein': 157.17, 'carbs': 63.84, 'fat': 229.46}"
Roasted Leeks with Eggs (Paleo and Keto-Friendly),2022-10-16,18:06:54,['french'],['keto'],"{'protein': 24.25, 'carbs': 58.84, 'fat': 242.0}"
Keto Adobo Air Fried Chicken Thighs Recipe,2022-10-16,18:06:54,['mediterranean'],['keto'],"{'protein': 160.26, 'carbs': 8.18, 'fat': 174.45}"
Easy Keto Thai Skillet Chicken recipes,2022-10-16,18:06:54,['south east asian'],['keto'],"{'protein': 118.1, 'carbs': 70.22, 'fat': 178.22}"
Keto Sausage and Wild Cauliflower Rice Casserole,2022-10-16,18:06:54,['american'],['keto'],"{'protein': 127.3, 'carbs': 106.15, 'fat': 219.08}"
Keto French Fries - Low Carb Jicama Fries,2022-10-16,18:06:54,['american'],['keto'],"{'protein': 4.9, 'carbs': 48.95, 'fat': 55.11}"
Sara Louise's Keto Louisiana Chicken Gumbo,2022-10-16,18:06:54,['american'],['keto'],"{'protein': 189.01, 'carbs': 102.88, 'fat': 274.89}"
Keto Lemon-Garlic Chicken Thighs in the Air Fryer,2022-10-16,18:06:54,['mediterranean'],['keto'],"{'protein': 128.65, 'carbs': 11.21, 'fat': 155.67}"
Broccoli Cauliflower Soup,2022-10-16,18:06:54,['central europe'],['keto'],"{'protein': 50.26, 'carbs': 100.93, 'fat': 27.18}"
Instant Pot® Keto Pumpkin Soup with Sausage,2022-10-16,18:06:54,['american'],['keto'],"{'protein': 60.47, 'carbs': 72.4, 'fat': 107.03}"
Raw Vegan Keto Strawberry Crumble (sweetener-free),2022-10-16,18:06:54,['american'],['keto'],"{'protein': 14.11, 'carbs': 52.65, 'fat': 56.69}"
Sara Louise's Keto Vegetable Meat Loaf,2022-10-16,18:06:54,['american'],['keto'],"{'protein': 253.14, 'carbs': 86.4, 'fat': 94.61}"
Giant Stuffed 3 Cheese Meatballs | Keto recipes,2022-10-16,18:07:03,['american'],['keto'],"{'protein': 180.13, 'carbs': 12.63, 'fat': 134.44}"
Jalapeno And Cheddar Cauliflower Muffins - Keto Recipe,2022-10-16,18:07:03,['british'],['keto'],"{'protein': 125.8, 'carbs': 41.11, 'fat': 157.48}"
Dark Chocolate Espresso Paleo and Keto Mug Cake,2022-10-16,18:07:03,['french'],['keto'],"{'protein': 16.95, 'carbs': 58.01, 'fat': 70.58}"
"Whole30 + Paleo Frittata {Dairy-Free, GF, Keto}",2022-10-16,18:07:03,['italian'],['keto'],"{'protein': 52.67, 'carbs': 21.36, 'fat': 49.83}"
Brown Butter Pecan Keto Ice Cream recipes,2022-10-16,18:07:03,['american'],['keto'],"{'protein': 10.94, 'carbs': 16.48, 'fat': 169.72}"
Easy Keto Low Carb Taco Soup Recipe,2022-10-16,18:07:03,['mexican'],['keto'],"{'protein': 88.18, 'carbs': 55.1, 'fat': 173.29}"
Sara Louise's Keto Beef Zucchini Lasagna,2022-10-16,18:07:03,['italian'],['keto'],"{'protein': 203.78, 'carbs': 144.66, 'fat': 305.14}"
Low Carb Lemon Bar Recipe - Keto & Glu,2022-10-16,18:07:03,['american'],['keto'],"{'protein': 52.28, 'carbs': 59.98, 'fat': 273.09}"
Low Carb Keto Asiago Alfredo Brussels Sprouts,2022-10-16,18:07:03,['italian'],['keto'],"{'protein': 95.67, 'carbs': 97.25, 'fat': 191.06}"
Easy Low Carb Keto Creamed Spinach Recipe,2022-10-16,18:07:03,['french'],['keto'],"{'protein': 18.56, 'carbs': 23.32, 'fat': 118.65}"
Keto Teriyaki Beef on a Stick - Low Carb,2022-10-16,18:07:03,['japanese'],['keto'],"{'protein': 101.88, 'carbs': 5.57, 'fat': 27.28}"
Keto Egg Roll in a Bowl [Recipe] recipes,2022-10-16,18:07:03,['italian'],['keto'],"{'protein': 96.71, 'carbs': 72.16, 'fat': 111.75}"
Keto Coconut Flour Tortillas/ from primaledgehealth.com,2022-10-16,18:07:03,['mexican'],['keto'],"{'protein': 15.17, 'carbs': 7.84, 'fat': 36.47}"
Keto Carrot Cake with Cream Cheese Frosting,2022-10-16,18:07:03,['american'],['keto'],"{'protein': 76.43, 'carbs': 155.74, 'fat': 250.22}"
Keto Gluten-Free Almond Carrot Cake recipes,2022-10-16,18:07:03,['british'],['keto'],"{'protein': 49.48, 'carbs': 46.71, 'fat': 202.89}"
Keto Salmon and Creamy Turmeric Veggies recipes,2022-10-16,18:07:03,['nordic'],['keto'],"{'protein': 156.7, 'carbs': 68.03, 'fat': 160.89}"
[DRESSING INGREDIENTS MISSING] Keto Mediterranean Broccoli Salad,2022-10-16,18:07:03,['mediterranean'],['keto'],"{'protein': 27.66, 'carbs': 71.18, 'fat': 25.82}"
"Chinese Chicken and Broccoli | Keto, Low Calorie",2022-10-16,18:07:03,['chinese'],['keto'],"{'protein': 232.64, 'carbs': 63.01, 'fat': 46.03}"
Instant Pot Bacon Cheddar Egg Bites (KETO),2022-10-16,18:07:10,['french'],['keto'],"{'protein': 93.03, 'carbs': 10.26, 'fat': 162.68}"
Sara Louise's Keto Fat Bomb Lettuce Wraps,2022-10-16,18:07:10,['french'],['keto'],"{'protein': 29.45, 'carbs': 22.69, 'fat': 158.24}"
"Chinese Bamboo Salad Recipe [Paleo, AIP, Keto]",2022-10-16,18:07:10,['chinese'],['keto'],"{'protein': 3.94, 'carbs': 7.38, 'fat': 14.61}"
"Mini Bacon Wrapped Meatloaf (Paleo, Whole30, Keto)",2022-10-16,18:07:10,['american'],['keto'],"{'protein': 108.19, 'carbs': 19.83, 'fat': 220.57}"
Loaded Keto Potato Dip (Low Carb Friendly),2022-10-16,18:07:10,['british'],['keto'],"{'protein': 12.8, 'carbs': 10.69, 'fat': 82.27}"
Cajun Butter Steak Bites,2022-10-16,18:07:10,['american'],['keto'],"{'protein': 134.33, 'carbs': 16.43, 'fat': 171.92}"
The Best Keto Beef Stew Crockpot Recipe,2022-10-16,18:07:10,['south american'],['keto'],"{'protein': 229.55, 'carbs': 90.35, 'fat': 76.82}"
Keto Chicken Broccoli Casserole with Cream Cheese,2022-10-16,18:07:10,['american'],['keto'],"{'protein': 202.77, 'carbs': 62.82, 'fat': 227.46}"
Cabbage Soup Recipe [Keto & Low Carb] recipes,2022-10-16,18:07:10,['middle eastern'],['keto'],"{'protein': 176.06, 'carbs': 97.47, 'fat': 184.35}"
"Whole30 Ground Beef Taco Meat (Keto, Paleo)",2022-10-16,18:07:10,['mexican'],['keto'],"{'protein': 89.43, 'carbs': 47.16, 'fat': 106.19}"
"Leftover Turkey Stir-fry (Paleo, Whole30 + Keto)",2022-10-16,18:07:10,['american'],['keto'],"{'protein': 131.1, 'carbs': 36.31, 'fat': 31.61}"
Keto Waffles Stuffed with Cream Cheese [Recipe] recipes,2022-10-16,18:07:10,['american'],['keto'],"{'protein': 28.41, 'carbs': 3.95, 'fat': 81.41}"
Keto Pumpkin Cheesecake with Almond Pecan Crust,2022-10-16,18:07:10,['american'],['keto'],"{'protein': 114.22, 'carbs': 141.2, 'fat': 294.77}"
"Mayo Free Deviled Eggs (Paleo, Whole30 + Keto)",2022-10-16,18:07:10,['italian'],['keto'],"{'protein': 766.99, 'carbs': 41.29, 'fat': 287.59}"
Keto Chocolate Peanut Butter Mug Cake recipes,2022-10-16,18:07:10,['american'],['keto'],"{'protein': 13.48, 'carbs': 34.39, 'fat': 44.04}"
Pressure Cooker Keto Creamy Shrimp Scampi recipes,2022-10-16,18:07:10,['chinese'],['keto'],"{'protein': 156.32, 'carbs': 179.87, 'fat': 64.86}"
"Crispy Turnip Fries {Whole30, Paleo, Vegan, Keto}",2022-10-16,18:07:10,['american'],['keto'],"{'protein': 2.93, 'carbs': 26.02, 'fat': 29.02}"
"Creamy Asparagus Mash Recipe [Paleo, Keto, AIP]",2022-10-16,18:07:10,['mediterranean'],['keto'],"{'protein': 5.21, 'carbs': 12.02, 'fat': 13.93}"
Low Carb Sugar Free Keto Blueberry Muffins,2022-10-16,18:07:16,['american'],['keto'],"{'protein': 92.13, 'carbs': 110.8, 'fat': 264.5}"
Keto Broccoli Cottage cheese balls (Low carb),2022-10-16,18:07:16,['american'],['keto'],"{'protein': 57.88, 'carbs': 40.87, 'fat': 72.68}"
Keto Fried Chicken {Asiago & Parmesan Breading} recipes,2022-10-16,18:07:16,['american'],['keto'],"{'protein': 295.13, 'carbs': 8.26, 'fat': 159.48}"
Keto Air Fryer Salmon Cakes with Sriracha Mayo,2022-10-16,18:07:16,['nordic'],['keto'],"{'protein': 106.95, 'carbs': 10.4, 'fat': 128.73}"
Vegan Keto Spaghetti Squash (Happy Thanksgiving!) recipes,2022-10-16,18:07:16,['american'],['keto'],"{'protein': 4.32, 'carbs': 40.55, 'fat': 30.4}"
"Paleo Chicken Noodle Soup Recipe [AIP, Keto]",2022-10-16,18:07:16,['asian'],['keto'],"{'protein': 57.43, 'carbs': 33.95, 'fat': 53.48}"
Southern Green Beans {Keto Friendly/Low Carb},2022-10-16,18:07:16,['american'],['keto'],"{'protein': 19.77, 'carbs': 76.72, 'fat': 45.05}"
"Keto Short Rib Ragu - Instant Pot, SCKC",2022-10-16,18:07:16,['french'],['keto'],"{'protein': 219.27, 'carbs': 47.01, 'fat': 566.84}"
"Low-Carb, Keto Cheeseburger Stuffed Peppers Recipe",2022-10-16,18:07:16,['american'],['keto'],"{'protein': 106.98, 'carbs': 76.95, 'fat': 106.47}"
"Flourless Pumpkin Mug Cake (Keto, Low Carb)",2022-10-16,18:07:16,['american'],['keto'],"{'protein': 13.43, 'carbs': 30.38, 'fat': 29.87}"
Keto Instant Pot® Soup (Low Carb),2022-10-16,18:07:16,['american'],['keto'],"{'protein': 116.4, 'carbs': 108.63, 'fat': 148.25}"
Low/Carb - Keto Friendly Cauliflower Crust Pizza,2022-10-16,18:07:16,['italian'],['keto'],"{'protein': 219.29, 'carbs': 29.05, 'fat': 302.26}"
Simple Keto BBQ Pulled Chicken recipes,2022-10-16,18:07:16,['american'],['keto'],"{'protein': 439.53, 'carbs': 51.04, 'fat': 372.3}"
"Lemon Garlic Baked Shrimp Recipe [Paleo, Keto]",2022-10-16,18:07:16,['mediterranean'],['keto'],"{'protein': 99.82, 'carbs': 31.72, 'fat': 29.53}"
One-Pan Keto Chicken Breast with Vegetable Ragout,2022-10-16,18:07:16,['american'],['keto'],"{'protein': 137.9, 'carbs': 46.56, 'fat': 80.18}"
"Easy Low-Carb, Keto Spinach Dip Recipe",2022-10-16,18:07:23,['american'],['keto'],"{'protein': 84.62, 'carbs': 30.05, 'fat': 163.5}"
Easy Creamy Garlic Parmesan Keto Pork Chops,2022-10-16,18:07:23,['american'],['keto'],"{'protein': 188.74, 'carbs': 22.87, 'fat': 217.86}"
Mad Creations Keto Greek Garlic Lemon Marinade,2022-10-16,18:07:23,['mediterranean'],['keto'],"{'protein': 2.66, 'carbs': 19.09, 'fat': 109.09}"
